Group,Address
61,6A. CALLE 8-10 ZONA 10 CERRITO EL CARACOL COBÁN
62,FINCA SAN JOSE LA COLONIA
63,3A. CALLE 7-07 ZONA 3
64,KM.209.5 ENTRADA A COBAN
65,2A. CALLE 4-61 ZONA 4
66,1A. AVENIDA 5-52 ZONA 2
67,6TA. AVENIDA 1-27 ZONA 4
68,BARRIO SANTA ELENA
69,"CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS"
70,"CALLE 3 DE MAYO 2-70, ZONA 1"
71,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS"
72,BARRIO CHIYUC
73,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ"
74,"2A. CALLE ZONA 4, BARRIO SAN FELIPE"
75,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN
75,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIÁN"
75,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN"
76,CASERÍO PANTOCAN
77,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN"
77,"2A. CALLE 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN"
78,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
78,"4A. AVENIDA, ENTRE 0 Y 1 CALLE ZONA 4, BARRIO SAN FELIPE"
79,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE"
80,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ"
81,COLONIA PANTOCÁN
82,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA"
83,CASERÍO CHILLEY
84,8A. AVENIDA 6-00 ZONA 1
84,8A. AVENIDA 9-00 ZONA 1
85,1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE
86,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL
87,0 CALLE B OC-150 ZONA 4
87,"0 CALLE B OC-150, ZONA 4"
88,5A. AVENIDA 2-35 ZONA 1
88,5A. AVENIDA 2-56 ZONA 1
89,"CANTON CHIJACORRAL, ZONA 7"
90,"4A. CALLE 09-103, ZONA 1"
91,CANTON CHIJACORRAL
92,"0 CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHÉ"
92,"O CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHE"
93,"1A. AVENIDA 6-73 ZONA 7, CANTÓN CHIJACORRAL"
94,"12 AV. A  4-30, ZONA 3, BARRIO ASUNCION"
95,12 AVENIDA  A  4-30 ZONA 3
96,"2A. AVE. 02-053 ZONA 2, BARRIO SAN JACINTO"
97,"12A. AVENIDA ""A"" 4-30 ZONA 2, BARRIO ASUNCION"
98,4A. AVENIDA 0 CALLE -176 ZONA 4
99,BARRIO ASUNCION
100,"O CALLE  B  OC-150, ZONA 4."
101,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC
102,12 AV. 4-30 ZONA 3
103,BARRIO LA ASUNCION DE LA VILLA DE TACTIC
104,12 AV.  A  4-30 ZONA 3
105,TAMAHU
106,BARRIO CENTRO
107,BARRIO EL CENTRO
107,BARRIO  EL CENTRO
107,BARRIIO EL CENTRO
107,"BARRIO EL ,CENTRO"
108,LOTE NO. 42 CASERÍO NUEVA ESPERANZA
108,"LOTE NO. 42, CASERIO NUEVA ESPERANZA"
109,CASERÍO NUEVA ESPERANZA
110,CANTON LA PLAYA
111,BARRIO SAN JUAN
111,BARRIIO SAN JUAN
112,"BARRIO EL CENTRO, ALDEA TELEMÁN"
113,BARRIO SAN SEBASTIAN
113,BARRIO SAN SEBASTIÁN
114,"INSTALACIONES QUE OCUPA EL INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA DE ENSEÑANZA, ALDEA TELEMAN"
115,ALDEA TELEMAN
116,"BARRIO LA ESCUELA, TELEMAN"
117,"INSTALACIONES DEL INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA, ALDEA TELEMAN"
118,"BARRIO LA ESCUELA, ALDEA TELEMAN"
119,ALDEA CAHABONCITO
120,BARRIO EL MAU
121,COLONIA 30 DE MAYO
122,BARRIO SAN ANTONIO
123,COMUNIDAD LA MONTAÑESA
124,COOPERATIVA CHIREAJ
125,COOPERATIVA SANTA MARIA SAN MARCOS
126,COOPERATIVA ACTELA
127,ALDEA YALIJUX
128,COOPERATIVA SEMARAC I
129,SENAHÚ
130,BARRIO LA PROVIDENCIA
131,BARRIO LA VEGA
132,8A. CALLE 4-47 ZONA 4
132,"8A. CALLE 4-47, ZONA 4"
133,ALDEA CAMPUR
134,"3A. CALLE ""A"" 3-68 ZONA 4, BARRIO BELLA VISTA"
135,5A CALLE FINAL ZONA 1
136,DIAGONAL 2 10-73 ZONA 2 BARRIO SAN PABLO
136,"DIAGONAL 2 10-73 ZONA 2, BARRIO SAN PABLO"
137,8A. AVENIDA 4-47
138,"DIAGONAL 2 10-73, ZONA 2"
139,ALDEA CAQUIGUAL
140,ALDEA CHIQUIXJI
141,ALDEA SACRAB
142,"2A. CALLE 3-24 ZONA 7, COLONIA SANTO DOMINGO"
142,"2A. CALLE 3-24 ZONA7, COLONIA SANTO DOMINGO"
143,"RESIDENCIALES RAXPEC, SECTOR CHAJUCH LOTE NÚMERO 17"
144,ALDEA COJAJ
145,ALDEA CHACALTE
146,ALDEA XICACAO
147,"COLONIA CHIBUJBU, 2A. CALLE FINAL ZONA 5"
148,4TA. CALLE FINAL ZONA 1
148,4A. CALLE FINAL ZONA 1
149,SAN PEDRO CARCHA
150,5A. CALLE 7-86 ZONA 1
150,5A. CALLE 7-76 ZONA 1
151,"6TA. CALLE 3ERA. AVENIDA, ZONA 2"
152,"6A. CALLE 1-78 ZONA 4, BARRIO BELLA VISTA, SECTOR II"
153,ALDEA SEJALAL
154,ALDEA TANCHI
155,ALDEA POCOLA
156,ALDEA CHICOJL
157,ALDEA CHIYO
158,ALDEA TZACANIHA
159,"1A. CALLE 2-50, ZONA 8"
160,FINCA MUNICIPAL CHIPAR
161,3A. CALLE 4-55 ZONA 5
162,KILOMETRO 218.5 SEDE REGIONAL UNIVERSIDAD RAFAEL LANDIVAR
163,BARRIO SAN LUIS
164,1A CALLE 0-07 ZONA 1
165,"0 CALLE 5-98, ZONA 4"
166,0 AVENIDA 1A. CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO
166,0 AVENIDA 1A CALLE NO. 002 ZONA 4 BARRIO SANTO DOMINGO
167,"2A. AVENIDA 7-66 ZONA DOS, BARRIO SANTA ANA ORIENTAL"
168,BARRIO RESURRECCIÓN
169,1ERA. CALLE 0-02 ZONA 4
170,ALDEA CHAMIL
171,ALDEA SAQUIJA
172,BARRIO SAN NICOLAS
173,COLONIA BELEN
174,COLONIA BELÉN
175,CABECERA
176,BARRIO SAN PABLO
177,BARRIO SAN PEDRO
178,ALDEA PINARES
179,SANTA MARIA CAHABON
180,ALDEA SEPOC
181,"1A. CALLE Y 2A. AVENIDA LOTE 204, BARRIO EL CENTRO"
182,ALDEA CHIQUIBUL
183,PARCELA NO. 1 COMUNIDAD SAN SIMON NO. II
184,BARRIO LA FLORIDA
185,ALDEA SAMOCOCH
186,COMUNIDAD SAN SIMON II
187,CHISEC
188,LOTES 682-678 1A. CALLE 10AV. ZONA 1 BARRIO NAZARETH 03/11/2017
189,BARRIO SANTO DOMINGO
190,BARRIO SANTA MARIA
191,CASERÍO SANTA MARÍA CHICOC
192,BARRIO EL CENTRO SAN FERNANDO
193,ALDEA SAN AGUSTIN CHAHAL VIEJO
194,CALLE DEL CAMPO LOTE 287 BARRIO EL CENTRO
194,"CALLE DEL CAMPO LOTE 287, BARRIO EL CENTRO"
195,ALDEA BOLONCO
196,CASCO URBANO
197,CALLE PRINCIPAL 5-81 ZONA 1
198,CALLE PRINCIPAL DEL BARRIO EL CENTRO
199,1RA. CALLE 13-18 ZONA 2
200,ANTIGUA CASA CAMPESINA INTA ZONA 2
201,ALDEA BOLONCÓ
202,"ZONA 0, CALZADA ISRAEL 1"
203,BARRIO EL MAGISTERIO
204,1A. CALLE 13-18 ZONA 2 FRAY BARTOLOME DE LAS CASAS
205,BARRIO MAGISTERIO
206,"BARRIO PEÑA BLANCA, ZONA 6"
206,BARRIO PEÑA BLANCA ZONA 6
207,"BARRIO EL CALVARIO, ZONA 5"
208,ALDEA JOLOMIJIXITO III
209,"ZONA 8, BARRIO EL RECREO"
210,SANTA CATALINA LA TINTA
211,BARRIO CAMPO NUEVO ZONA 2
211,"BARRIO CAMPO NUEVO, ZONA 2"
212,BARRIO CAMPO NUEVO
213,"BARRIO EL HOSPITAL, ZONA 1"
214,BARRIO EL CRUCERO
215,BARRIO EL CENTRO ZONA 1
216,BARRIO CONCEPCION
217,ALDEA SAN JOSE EL TESORO
218,RAXRUHÁ
219,BARRIO SANTA MARÍA
220,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN
220,"13 AVENIDA 7-41, ZONA 2, BARRIO HACIENDA DE LA VIRGEN"
221,"DIAGONAL 4, 1-24 ZONA 2"
221,"DIAGONAL 4, 1-24, ZONA 2"
222,9A. AVENIDA 6-67 ZONA 1
223,"RUTA 4, ZONA 5, DEL BARRIO SANTA ELENA"
224,"RUTA 4, 12-68 ZONA 5, BARRIO SANTA ELENA"
224,RUTA 4 12-68 ZONA 5 BARRIO SANTA ELENA
224,"RUTA 4 12-68, ZONA 5, BARRIO SANTA ELENA"
225,ALDEA CHILASCÓ
226,1A. CALLE 1-105 ZONA 3
227,ALDEA EL TEMPISQUE
228,"2A. CALLE, ZONA 1"
229,11 AVENIDA 1-99 ZONA 6
229,"11AVENIDA 1-99, ZONA 6"
230,"5A. AVENIDA 6-31, ZONA 1"
231,"RUTA 4, ZONA 5, BARRIO SANTA ELENA"
232,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS"
233,"5A. AVENIDA 4-74, ZONA 1 BARRIO CENTRO"
234,SALAMA
235,"2DA AVENIDA 6-89 ZONA 1, INTERIOR VILLA DEPORTIVA"
236,5AV. 6-31 ZONA 1
237,DIAGONAL 4 12-48 ZONA 5
238,BARRIO AGUA CALIENTE
239,ALDEA SAN GABRIEL PANTZUJ
240,CANTON SAN JUAN
241,CANTÓN LA CRUZ
242,ALDEA SAN FRANCISCO
243,CASERÍO CHUPEL
244,ALDEA SAN GABRIEL
245,ALDEA CHICHOLÓN
246,ALDEA SAN RAFAEL
247,ALDEA EL PROGRESO
248,CANTÓN SAN JUAN
249,ALDEA SANTO DOMINGO SANTA RITA
250,2A. CALLE Y 4A. AVENIDA ZONA 3 FRENTE AL CAMPO DE AVIACIÓN
251,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2
252,"CASERÍO CORROLABAJ, ALDEA CHITICOY"
253,ALDEA PACHALUM
254,ALDEA CONCUL
255,"CASERÍO PLAN DE SANCHEZ, ALDEA RAXJUT"
256,3A. AVENIDA 1-55 ZONA 3
257,"4TA. AVENIDA 1-83, ZONA 2"
257,4A. AVENIDA 1-83 ZONA 2
258,"1A. CALLE 7-17, ZONA 2"
258,1A. CALLE 7-17 ZONA 2
259,"3A. CALLE 5-41, ZONA 2"
260,3 CALLE 2-87 ZONA 2
261,"2A. CALLE Y 5A. AVENIDA , ZONA 4"
262,3ERA. CALLE 2-87 ZONA 2
263,2DA. CALLE 2-15 ZONA 1
264,BARRIO MAGDALENA
265,CASERÍO CHIRUJ
266,ALDEA PACHOJOP
267,CABECERA MUNICIPAL
267,CABECERA MUNICIAL
267,CABECERA  MUNICIPAL
268,GRANADOS
269,ALDEA SALTÁN
270,ALDEA POTRERO GRANDE
271,EL CHOL
272,SANTA CRUZ EL CHOL
273,BARRIO ABAJO
274,"CASERÍO PLANES Y BODEGAS, ALDEA EL JÍCARO"
275,KILÓMETRO 144 RN-17 ALDEA SIBABAJ
276,"BARRIO ABAJO, CALLE LA ASUNCIÓN"
277,BARRIO EL CEMENTERIO
278,BARRIO EL CARPINTERO
279,BARRIO LA CRUZ
280,ALDEA SAN MARCOS SACSAMANÍ
281,CASERÍO NUEVO PROGRESO PANCHISIVIC
282,FINCA LA ALAMEDA
283,2A. CALLE 5-52 ZONA 4
283,2A. CALLE 1-52 ZONA 4
284,4A. AVENIDA 2-95 ZONA 3
285,6A. AVENIDA 3-48 ZONA 5
285,6TA AVENIDA 3-48 ZONA 5
285,"6A. AVENIDA 3-48, ZONA 5"
286,1A CALLE 7-160 ZONA 4
287,3 CALLE 7-54 ZONA 3
287,3A. CALLE 7-54 ZONA 3
288,"9A. CALLE DE LOS CLAVELES 3-76 ZONA 1, QUINTAS LOS APOSENTOS"
289,8A. CALLE Y 6A. AVENIDA 5-20 ZONA 1 QUINTAS LOS APOSENTOS
290,1A. CALLE 9-30 ZONA 3
290,1A CALLE 9-30 ZONA 3
290,1A. CALLE 4-30 ZONA 3
291,"6A. AVENIDA ""A"" 2A-37, ZONA 2 COLONIA SANTA TERESITA"
292,"INTERIOR DE LA ESCUELA NORMAL RURAL ""PEDRO MOLINA"", LA ALAMEDA"
293,FINCA ALAMEDA
294,3A. CALLE 6-125 ZONA 4
295,"MANZANA L, LOTE 31 Y 32, COLONIA SANTA TERESITA, ZONA 2"
296,1A. AVENIDA 4-52 ZONA 4
297,8A. AVENIDA 3-59 ZONA 2
298,1A. CALLE 9-307 ZONA 4
299,2A. CALLE 2-45 ZONA 4
300,"1A. CALLE PASAJE 6-106 CASA ""I"", ALDEA BUENA VISTA, ZONA 8"
301,"PARCELA 37A, LA ALAMEDA"
302,4A. AVENIDA 5-80 ZONA 2
303,3A. AVENIDA 1-64 ZONA 2
303,3RA AVENIDA 1-64 ZONA 2
303,3A. AVENIDA 1-40 ZONA 2
304,3A. AVENIDA 3-65 ZONA 3
305,"6A. CALLE 3-09 ZONA 1, QUINTAS LOS APOSENTOS I"
306,2A. CALLE 1-73 ZONA 2
306,2A. CALLE 1-27 ZONA 2
307,"3A. AVENIDA DE LAS FLORES 7-62 QUINTAS LOS APOSENTOS 1, ZONA 1"
308,5A. CALLE 3-60 ZONA 3
309,6A. AVENIDA 8-94 ZONA 1
309,"6A. AVENIDA 8-94, ZONA 1"
310,"2A. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA"
310,"2DA.. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA"
311,"DIAGONAL 5, 13-142 ZONA 5, LA ALAMEDA"
312,ALDEA BOLA DE ORO
313,1A. CALLE 9-120 ZONA 3
314,1A. AVENIDA 1-251 LA ALAMEDA ZONA 9
315,1A. CALLE 14-274 ALDEA SANTA ISABEL ZONA 6
316,3A. AVENIDA 2-143 ZONA 7 BUENA VISTA NORTE
317,"CASERÍO MONTE CRISTO, ALDEA SAN MARCOS PACOC"
318,8A. AVENIDA 1-63 ZONA 6 COLONIA LOS ANONALES
319,1A. CALLE 7-206 ZONA 3
320,"DIAGONAL 6, 6-32 COLONIA LA ESPERANZA ZONA 6"
321,KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE
321,KM. 2.5 CARRETERA A SAN MARTÍN JILOTEPEQUE
322,5A. AVENIDA 1-45 ZONA 4
323,1A. CALLE 5-78 ZONA 3
324,"15 AVENIDA1-30 LA PEDRERA, ALDEA BUENA VISTA, ZONA 8 03/"
325,1A. CALLE 14-724 ZONA 6
326,"1RA CALLE PASAJE 6-106 CASA ""I"", BUENA VISTA SUR, ZONA 8"
327,"2A. CALLE 3-68, ZONA 1"
328,6A. AVENIDA Y 1A. CALLE NO. 126 ZONA 5
328,"6A. AVENIDA  Y  1A. CALLE, NO. 126 ZONA 5"
329,6A. AVENIDA 2-17 ZONA 4
329,6A. AVENIDA 2-15 ZONA 4
330,"3A. CALLE 7-54, ZONA 3"
331,"1A. CALLE 11-43, ALDEA BUENA VISTA, ZONA 8"
332,2A. AVENIDA A 6-38 ZONA 1 QUINTAS LOS APOSENTOS.
333,6A. CALLE Y 1A. AVENIDA 0-53 ZONA 3
334,"15 AVENIDA 1-30 LA PEDRERA, ZONA 8"
335,"3a. CALLE 6-108 ZONA 1, COLONIA LAS MAJADAS"
336,2 CALLE 5-40 ZONA 4
337,4A. AVE. 5-80 ZONA 2
338,KM. 58 CARRETERA INTERAMERICANA (INTERIOR 100 METROS)
339,1A. CALLE 6-09 ZONA 4
339,1A. CALLE 1-09 ZONA 4
340,KM. 52.5 ATRAS COLONIA QUINTAS LAS VICTORIAS
341,"6A. CALLE 4-54 ZONA 1, COLONIA LOS APOSENTOS I"
342,2A. CALLE 1-55 ZONA 2
343,CHIMALTENANGO
344,6A. CALLE 4-70 ZONA 1 QUINTAS LOS APOSENTOS
345,"DIAGONAL 1, 7-131 ZONA 8, ALDEA BUENA VISTA"
346,"LOTE NO. 87, ZONA 1, RESIDENCIALES ""QUINTAS LOS APOSENTOS"" AVENIDA LOS APOSENTOS Y 8A. CALLE"
347,KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE ALDEA SANTA ISABEL
348,2A. CALLE 4-70 ZONA 4
348,2A. CALLE 4-05 ZONA 4
349,6AV. 2-17 ZONA 4
349,6AV 2-17 ZONA 4
350,2A. CALLE 3-40 ZONA 3
351,3ERA. CALLE 7-54 ZONA 3
352,"3A. CALLE 3-13 ZONA 3, COLONIA SAN JOSE LAS FLORES"
353,2A. AVENIDA 12A-84 LA ALAMEDA ZONA 1
354,"3A. CALLE 6-336 ZONA 1, LAS MAJADAS"
355,2A. CALLE 2-44 ZONA 1
355,2A. CALLE 2-43 ZONA 1
356,"CALLE PRINCIPAL, ZONA 2"
357,"CASERÍO CENTRO, ALDEA HACIENDA MARÍA"
358,2A. CALLE 2-120 ZONA 1
359,ALDEA OJER CAIBAL
360,"1A. AVENIDA 1-80, ZONA 3"
360,1A. AVENIDA 1-80 ZONA 3
361,CASERIO CENTRO ALDEA HACIENDA MARIA
362,"LOTIFICACION NUEVO SAN MARTIN, BARRIO SAN GASPAR"
362,"LOTIFICACIÓN NUEVO SAN MARTÍN, BARRIO SAN GASPAR"
363,"2AV. 5A. CALLE ZONA 4, A UN COSTADO DEL CEMENTERIO"
363,2AV. 5A. CALLE ZONA 4 A UN COSTADO DEL CEMENTERIO
364,"6A. AVENIDA 4-26 ZONA 3, BARRIO LA JOYA"
364,6A. AVENIDA 4-26 ZONA 3 BARRIO LA JOYA
365,SAN MARTÍN JILOTEPEQUE
366,"2A. AVENIDA, BARRIO SAN JOSÉ EL GUITE"
367,"2A. AVENIDA FINAL ZONA 4, BARRIO SAN JOSE EL GUITE"
368,9A. CALLE 6-50 ZONA 2 BARRIO EL CALVARIO
369,"2A. AVENIDA FINAL, BARRIO SAN JOSÉ EL GUITE"
370,10A. CALLE 1-42 ZONA 1
371,"14 CALLE 1-38, COLONIA NUEVO SAN MARTIN ZONA 1, BARRIO SAN GASPAR"
372,"COLONIA EL CERRITO, BARRIO EL GUITE, ZONA 4"
373,02/01/2024
374,BARRIO EL GÜITE
375,BARRIO EL GUITE
376,BARRIO LA JOYA
377,7A. AVENIDA 7-30 SECTOR CHUWI CRUZ ZONA 2
377,"7A. AVENIDA 7-30 SECTOR CHUWI CRUZ, ZONA 2"
378,3A. AVENIDA 5-97 ZONA 3
378,3A. AVENIDA 5-97 ZONA 1
379,0 CALLE 4-01 ZONA 4
379,"0 CALLE 4-01, ZONA 4"
380,0 AVENIDA 4-78 ZONA 1
380,0 AVENIDA 4-38 ZONA 1
381,"4A. CALLE 4-78 ZONA 1, BARRIO PAXÁN"
382,3A. CALLE 3-73 ZONA 3
383,"6A. AVENIDA  ""A"" 0-09 ZONA 4"
383,"6A. AVENIDA ""A"" 0-09 ZONA 4"
384,"3A. AVENIDA ""A"" 00-022 ZONA 3"
385,0 AVENIDA 4-24 ZONA 1
386,0 AVENIDA 6-96 ZONA 1
387,2A. AVENIDA C 5-76 ZONA 3
388,4A. CALLE 1-68 ZONA 4
389,3ER. CALLEJON 2-66 ZONA 1
389,3ER. CALLEJÓN 2-66 ZONA 1
390,"SECTOR EL MIRADOR, BARRIO SAN ANTONIO, ZONA 4"
391,2A. AVENIDA 1-48 ZONA 2
391,2A. AVENIDA 1-34 ZONA 2
392,3A. CALLE 1-27 ZONA 1
393,"1A. CALLE 5-75 ZONA 4, BARRIO SAN ANTONIO"
394,"TERCER CALLEJÓN SECTOR PACHAJ, BARRIO SAN ANTONIO ZONA 4"
395,2A. CALLE 4-43 ZONA 3
396,1A. CALLE 2-39 ZONA 4
397,ALDEA PAQUIP
398,ALDEA XECOXOL
399,1 CALLE 2-39 ZONA 4.
400,CANTON ORIENTE MANZANA 16
401,ALDEA CHUCHUCA ALTO
402,3A. CALLE 2-88 ZONA 4
403,"MANZANA NO. 14, CANTON ORIENTE"
404,"1A. CALLE 1-90 ""A"" ZONA 6"
405,2A. CALLE 2-35 ZONA 2
405,2A. CALLE 12-35 ZONA 2
406,3A. CALLE 1-49 ZONA 1
407,3A. CALLE 2-097 ZONA 4
408,4A. AVENIDA 4-40 ZONA 2
409,4TA. CALLE 2-40 ZONA 1
410,CANTON NORTE MANZANA 12
411,SAN MIGUEL POCHUTA
412,1A. AVENIDA 6-57 ZONA 1
413,"4A. CALLE ENTRE 3A. Y 4A. AVENIDA, ZONA 1"
414,MUNICIPIO DE SAN MIGUEL POCHUTA
415,EL BOSQUE
416,KM. 69.5 CARRETERA INTERAMERICANA
417,1A. CALLE 3-67 ZONA 2
417,1A. CALLE 3-67 ZONA 1
418,ALDEA EL CAMAN
419,CANTON EL PROGRESO
420,CANTON LA LIBERTAD
421,COLONIA POTRERITOS
422,COLONIA LA LADRILLERA
423,COLONIA EL POTRERITO
424,ALDEA SAN ANTONIO NEJAPA
425,CANTON TERCERO
426,ALDEA MONTE DE LOS OLIVOS
427,PRIMER CANTÓN
428,PRIMER CANTON
429,"4TO CANTON, COLONIA SANTA ISABEL"
430,ALDEA LOS YUCALES
431,ALDEA MONTE LOS OLIVOS
432,CANTON SAN LORENZO
433,CANTÓN SAN PEDRO Y SAN PABLO
433,CANTON SAN PEDRO Y SAN PABLO
434,CANTÓN SAN LORENZO
435,ALDEA HIERBA BUENA
436,KM 60 CARRETERA A SAN ANDRÉS ITZAPA
437,MUNICIPIO DE SAN ANDRES ITZAPA
438,CANTON LA UNION
439,"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD"
440,"KILÓMETRO 63, CARRETERA A SAN PEDRO YEPOCAPA, ALDEA SAN BERNABÉ"
441,"1A. AVENIDA 1-58 ZONA 1, CANTON LA UNION"
442,CANTÓN LA UNIÓN
443,"5A. CALLE 2-88 ZONA 4, CANTÓN LA DEMOCRACIA"
444,"1A. CALLE 2-40 ZONA 1, CANTÓN LA UNIÓN"
445,1A. AVENIDA 1-58 ZONA 1
445,7A. AVENIDA 1-58 ZONA 1
446,1AV. 1-58 ZONA 1
447,2A AVENIDA 1-13 ZONA 2
448,4A. CALLE 2-42 ZONA 2
449,1A. AVENIDA 3-56 ZONA 2
449,1ERA. AVENIDA 3-56 ZONA 2
450,2A. CALLE 1-34 ZONA 1
451,1A. AVENIDA 3-17 ZONA 4
451,1A. AVENIDA 3-10 ZONA 4
452,ALDEA TULULCHE
453,6A. AVENIDA NORTE NO.2
454,1A. AVENIDA 7-59 ZONA 1
455,KILOMETRO 61.5 CARRETERA INTERAMERICANA ALDEA EL CUNTIC
456,1A. AVENIDA 1-85 ZONA 3
457,4A. AVENIDA 6-56 ZONA 4
458,LOMAS DEL PERICON
459,8A- AVENIDA 3-29 ZONA 1
460,3RA CALLE 5-49 ZONA 1
461,"CALLE REAL BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN"
461,"CALLE REAL,BARRIO LA CUESTECITA, ALDEA SAN MIGUEL MORAZAN"
462,"FINCA ENON, ALDEA SANTO DOMINGO"
463,"3A. AVENIDA  A  2-00, ZONA 1"
464,10A. AVENIDA 3-71 ZONA 1
464,10 AVENIDA 3-71 ZONA 1
464,10A. AVENIDA 9-71 ZONA 1
465,2A CALLE ENTRE 11 Y 12 AVENIDAS ZONA 1
466,2A CALLE Y 12 AVENIDA ZONA 1
467,2A CALLE 4-40 ZONA 1
467,2A. CALLE 4-40 ZONA 1
